,@type,author.@type,author.image,author.name,author.url,claimReviewed,datePublished,itemReviewed.@type,itemReviewed.author.@type,itemReviewed.author.image,itemReviewed.author.jobTitle,itemReviewed.author.name,itemReviewed.datePublished,itemReviewed.name,reviewRating.@type,reviewRating.alternateName,reviewRating.bestRating,reviewRating.image,reviewRating.ratingValue,reviewRating.worstRating,url
81,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"... cinsel suçlar kapsamında dosya sayısı 2002 yılında 8.146 iken 2011’de 32.991’e çıkmış, 2012 yılında çocuğun cinsel istismar sayısı ise 33.993.",2014-06-11,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/hulya-guven/orig.png,İzmir Milletvekili,Hülya  Güven,1970-01-01,TBMM Genel Kurulu,Rating,Kısmen Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/2.png?v3.1.03,5,0,http://www.dogrulukpayi.com/iddia-kontrolu/hulya-guven/cinsel-suclar-kapsaminda-dosya-sayisi-2002-yilinda-8-146-iken
82,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"2014 yılı durgunluğun, enflasyonun, işsizliğin ve borçların tırmandığı bir yıl olarak...",2014-11-05,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ahmet-kenan-tanrikulu/orig.png,İzmir Milletvekili,Ahmet Kenan  Tanrıkulu,1970-01-01,Yazılı Tutanakta,Rating,Kısmen Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/2.png?v3.1.03,5,0,http://www.dogrulukpayi.com/iddia-kontrolu/ahmet-kenan-tanrikulu/2014-yili-durgunlugun-enflasyonun-issizligin-ve-borclarin-tirmandigi-bir-yil
83,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Uyuşturucu kullanım yaşı 11’in altına düştü. Son 9 yılda tedaviye başvuranlar 19 kat arttı,2014-08-21,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/idris-bal/orig.png,Bağımsız Kütahya Milletvekili,İdris  Bal,1970-01-01,Twitter hesabın,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,10,0,http://www.dogrulukpayi.com/iddia-kontrolu/idris-bal/uyusturucu-kullanim-yasi-11-in-altina-dustu-son-9-yilda
84,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Kalkınma yardımlarında da İngiltere ve ABD’den sonra 3’ü duruma geldik.,2014-10-02,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/cevdet-yilmaz/orig.png,Bingöl Milletvekili,Cevdet  Yılmaz,1970-01-01,Ankara,Rating,Büyük Oranda Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/1.png?v3.1.03,2,0,http://www.dogrulukpayi.com/iddia-kontrolu/cevdet-yilmaz/kalkinma-yardimlarinda-da-ingiltere-ve-abd-den-sonra-3-u
85,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,AİHM’e başvuru sayısı açısından Türkiye 2.likten 4.lüğe gerilemiştir,2014-09-01,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ahmet-davutoglu/orig.png,Konya Milletvekili,Ahmet  Davutoğlu,1970-01-01,TBMM,Rating,Büyük Oranda Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/1.png?v3.1.03,3,0,http://www.dogrulukpayi.com/iddia-kontrolu/ahmet-davutoglu/aihm-e-basvuru-sayisi-acisindan-turkiye-2-likten-4-luge
86,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye AB ülkeleri arasında konut ve sanayi doğalgaz fiyatında en ucuz ülke,2014-09-30,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/mehmet-simsek/orig.png,Başbakan Yardımcısı,Mehmet  Şimşek,1970-01-01,Twitter Hesabı,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/mehmet-simsek/turkiye-ab-ulkeleri-arasinda-konut-ve-sanayi-dogalgaz-fiyatinda-en
87,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Özel şirketlerin borcu 10 kat artmış.,2014-09-03,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/abdurrahim-karsli/orig.png,Merkez Parti Genel Başkanı,Abdurrahim  Karslı,1970-01-01,Ankara,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/abdurrahim-karsli/ozel-sirketlerin-borcu-10-kat-artmis
88,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,ABD’de 1 ayda 500 bin kişi iş kaybetti krizde. Türkiye’de istihdamımızda en ufak bir azalma olmadı.,2014-11-09,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/volkan-bozkir/orig.png,İstanbul Milletvekili,Volkan  Bozkır,1970-01-01,Burdur,Rating,Büyük Oranda Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/1.png?v3.1.03,3,0,http://www.dogrulukpayi.com/iddia-kontrolu/volkan-bozkir/abd-de-1-ayda-500-bin-kisi-is-kaybetti-krizde
89,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"2013 yılında faaliyetlerini zararla kapatan şirket sayısı 2012&#039;ye göre yüzde 100 artmış, 73 firmadan 129&#039;a çıkmış.",2014-06-28,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/mehmet-gunal/orig.png,Antalya Milletvekili,Mehmet  Günal,1970-01-01,TBMM Komisyon Toplantısı&#039;n,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,9,0,http://www.dogrulukpayi.com/iddia-kontrolu/mehmet-gunal/2013-yilinda-faaliyetlerini-zararla-kapatan-sirket-sayisi-2012-ye-gore
90,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,AB ülkelerinden ithalat toplamda yüzde 1 artarken; bizim AB’ye olan ihracatımız yüzde 11’ler seviyesinde arttı.,2015-01-10,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/nihat-zeybekci/orig.png,Ekonomi Bakanı,Nihat   Zeybekci,1970-01-01,Yeni Akit Makalesi,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/nihat-zeybekci/ab-ulkelerinden-ithalat-toplamda-yuzde-1-artarken-bizim-ab-ye
91,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"62. hükümet programında köylüler, çiftçilerle ilgili vaatleri göremedik",2014-09-03,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ilhan-demiroz/orig.png,Bursa Milletvekili,İlhan  Demiröz,1970-01-01,TBMM,Rating,Kısmen Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/2.png?v3.1.03,5,0,http://www.dogrulukpayi.com/iddia-kontrolu/ilhan-demiroz/62-hukumet-programinda-koyluler-ciftcilerle-ilgili-vaatleri-goremedik
92,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Dünyanın ilk 10 ekonomisi arasına girme hedefi olan Türkiye, 17.likten 18.sıraya düşmüştür",2014-09-11,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/hasip-kaplan/orig.png,Şırnak Milletvekili,Hasip  Kaplan,1970-01-01,TBMM,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,7,0,http://www.dogrulukpayi.com/iddia-kontrolu/hasip-kaplan/dunyanin-ilk-10-ekonomisi-arasina-girme-hedefi-olan-turkiye-17
93,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Türkiye&#039;ye gelen turistlere daha rahat vize alabilmelerini ve gezmelerine fırsat vermek düşüncesiyle &#039;e-vize&#039; çalışmasına başladık. Bunun dünyada da bir örneği yok.,2014-08-20,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ali-naci-koru/orig.png,BM Cenevre Ofisi Türkiye Daimi Temsilcisi,Ali Naci  Koru,1970-01-01,Ankara,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/ali-naci-koru/turkiye-ye-gelen-turistlere-daha-rahat-vize-alabilmelerini-ve-gezmelerine
94,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Türkiye’nin gayrisafi milli hasılaya, eski ifadeyle milli gelire borç oranı biz geldiğimizde yüzde 73’tü. Şimdi ne biliyor musunuz? Yüzde 35.",2014-07-08,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/recep-tayyip-erdogan/orig.png,Cumhurbaşkanı,Recep Tayyip Erdoğan,1970-01-01,Denizli,Rating,Kısmen Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/2.png?v3.1.03,5,0,http://www.dogrulukpayi.com/iddia-kontrolu/recep-tayyip-erdogan/turkiye-nin-gayrisafi-milli-hasilaya-eski-ifadeyle-milli-gelire-borc
95,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,Asgari ücret 8 Avrupa Birliği ülkesinden fazla...,2014-12-30,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/faruk-celik/orig.png,Şanlıurfa Milletvekili,Faruk  Çelik,1970-01-01,T.B.M.M.,Rating,Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/4.png?v3.1.03,9,0,http://www.dogrulukpayi.com/iddia-kontrolu/faruk-celik/asgari-ucret-8-avrupa-birligi-ulkesinden-fazla
96,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Türkiye Cumhuriyeti Devleti 90&#039;lı  yıllarda gayrisafi milli hasılasını arttıramadı, yerinde saydı, geriledi.",2014-11-04,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ahmet-davutoglu/orig.png,Konya Milletvekili,Ahmet  Davutoğlu,1970-01-01,TBMM,Rating,Doğruluk Payı Yoktur,10,http://www.dogrulukpayi.com/web/assets/img/kadran/0.png?v3.1.03,1,0,http://www.dogrulukpayi.com/iddia-kontrolu/ahmet-davutoglu/turkiye-cumhuriyeti-devleti-90-li-yillarda-gayrisafi-milli-hasilasini-arttiramadi
97,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Suriye’den gelen 247 bin kişi kampta, 500 bin civarında kişi de yurt içine dağılmış vaziyette",2014-06-19,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/tunca-toskay/orig.png,Antalya Milletvekili,Tunca   Toskay,1970-01-01,TBMM Genel Kurulu,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,7,0,http://www.dogrulukpayi.com/iddia-kontrolu/tunca-toskay/suriye-den-gelen-247-bin-kisi-kampta-500-bin-civarinda
98,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"Bu dönemde Türkiye’nin Avrupa’ya yüzde 57 olan ihracatı yüzde 37’ye düştü, etrafındaki ülkelerle ihracatı yüzden 8’den yüzde 33’e yükseldi",2014-11-17,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/ahmet-davutoglu/orig.png,Konya Milletvekili,Ahmet  Davutoğlu,1970-01-01,Filipinler,Rating,Büyük Oranda Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/3.png?v3.1.03,7,0,http://www.dogrulukpayi.com/iddia-kontrolu/ahmet-davutoglu/bu-donemde-turkiye-nin-avrupa-ya-yuzde-57-olan-ihracati
99,ClaimReview,Organization,/web/assets/img/header_logo_color.png,Doğruluk Payı,http://www.dogrulukpayi.com,"(Ekonomik büyüklük açısından)...zaten eskiden beri ilk 20’deydik ama 84’te ilk 20’nin 13’üncü, 14’üncü sıralarındaydık, şimdi 17’nci sırasındayız.",2014-12-10,CreativeWork,Person,http://www.dogrulukpayi.com/image/actor/kemal-kilicdaroglu/orig.png,Genel Başkanı,Kemal  Kılıçdaroğlu,1970-01-01,T.B.M.M.,Rating,Kısmen Doğruluk Payı Vardır,10,http://www.dogrulukpayi.com/web/assets/img/kadran/2.png?v3.1.03,5,0,http://www.dogrulukpayi.com/iddia-kontrolu/kemal-kilicdaroglu/ekonomik-buyukluk-acisindan-zaten-eskiden-beri-ilk-20-deydik-ama
