category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
type(Argument 2),,,,,,,,,SimpleArgument #1,SimpleArgument #1,SimpleArgument #2,SimpleArgument #2,SimpleArgument #3,SimpleArgument #3,SimpleArgument #4,SimpleArgument #4,TemporalArgument #1,TemporalArgument #1,TemporalArgument #2,TemporalArgument #2,TemporalArgument #3,TemporalArgument #3,SpatialArgument #1,SpatialArgument #1,SpatialArgument #2,SpatialArgument #2,
datatype,,,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,
10214,"""Donald Trump said that America's economy crashing would lead to riots demanding we make the country great again.""",0.8034186648553394,,,America's economy,"(26, 43)",crashing,"(44, 52)",,,,,,,,,,,,,,,,,,,4590
10218,"""Civil rights activist DeRay Mckesson made and quickly deleted a tweet in which he said he had ""no problem"" with a contemporaneous viral Facebook Live crime in Chicago.""",0.5750733916330193,he said,"(33, 40)",he,"(41, 43)",had,"(44, 47)",no problem   with a contemporaneous viral Facebook Live crime in Chicago,"(52, 126)",,,,,,,,,,,,,,,,,4593
10219,"""Civil rights activist DeRay Mckesson made and quickly deleted a tweet in which he said he had ""no problem"" with a contemporaneous viral Facebook Live crime in Chicago.""",0.5426816740884532,,,he,"(33, 35)",said,"(36, 40)",he had   no problem   with a contemporaneous viral Facebook Live crime in Chicago,"(41, 126)",,,,,,,,,,,,,a tweet,"(16, 23)",,,4593
10220,"""Civil rights activist DeRay Mckesson made and quickly deleted a tweet in which he said he had ""no problem"" with a contemporaneous viral Facebook Live crime in Chicago.""",0.8321671765816417,,,Civil rights activist DeRay Mckesson,"(6, 42)",made,"(43, 47)",,,,,,,,,,,,,,,,,,,4593
10249,"""A 7-year-old boy is missing after being kidnapped from his home in Harrisburg, Pennsylvania.""",0.7894827860658494,,,A 7-year-old boy,"(3, 19)",missing,"(23, 30)",,,,,,,,,,,,,,,,,,,4608
10253,"""Donald Trump tweeted and deleted a candid, regretful statement in the early hours of New Year's Day.""",0.7877083798986204,,,Donald Trump,"(6, 18)",tweeted,"(19, 26)",,,,,,,,,,,,,,,,,,,4610
10268,"""No arrests were made after thousands of young people got into a massive brawl at a Kentucky mall because everyone involved was white.""",0.8132903905488816,,,everyone involved,"(108, 125)",was,"(126, 129)",white,"(130, 135)",,,,,,,,,,,,,,,,,4619
10269,"""No arrests were made after thousands of young people got into a massive brawl at a Kentucky mall because everyone involved was white.""",0.7130135287477929,,,everyone,"(108, 116)",involved,"(117, 125)",,,,,,,,,,,,,,,,,,,4619
10270,"""No arrests were made after thousands of young people got into a massive brawl at a Kentucky mall because everyone involved was white.""",0.9474743154665046,,,thousands of young people,"(30, 55)",got,"(56, 59)",into a massive brawl at a Kentucky mall,"(60, 99)",because everyone involved was white,"(100, 135)",,,,,,,,,,,,,,,4619
10289,"""An experimental Nazi missile launched in 1944 is expected to enter orbit, and threatens the midwestern United States.""",0.9283193121003829,,,An experimental Nazi missile,"(6, 34)",to enter,"(64, 72)",orbit,"(73, 78)",,,,,,,,,,,,,,,,,4629
10290,"""An experimental Nazi missile launched in 1944 is expected to enter orbit, and threatens the midwestern United States.""",0.7918942959137041,,,An experimental Nazi missile,"(6, 34)",is expected,"(52, 63)",,,,,,,,,,,,,,,,,,,4629
10291,"""An experimental Nazi missile launched in 1944 is expected to enter orbit, and threatens the midwestern United States.""",0.8437742409533863,,,An experimental Nazi missile,"(6, 34)",launched,"(35, 43)",,,,,,,,,in 1944,"(44, 51)",,,,,,,,,4629
10297,"""A photograph shows a young Carrie Fisher watching her mother Debbie Reynolds perform onstage.""",0.3853208301752743,,,Debbie Reynolds,"(64, 79)",(is] mother (of],"(57, 63)",hers,"(53, 56)",,,,,,,,,,,,,,,,,4633
10298,"""A photograph shows a young Carrie Fisher watching her mother Debbie Reynolds perform onstage.""",0.25961721485917816,A photograph shows a young Carrie Fisher watching,"(3, 52)",her mother,"(53, 63)",perform onstage,"(80, 95)",,,,,,,,,,,,,,,,,,,4633
10299,"""A photograph shows a young Carrie Fisher watching her mother Debbie Reynolds perform onstage.""",0.8890428564512746,A photograph shows,"(3, 21)",a young Carrie Fisher,"(22, 43)",watching,"(44, 52)",her mother Debbie Reynolds perform onstage,"(53, 95)",,,,,,,,,,,,,,,,,4633
10300,"""A photograph shows a young Carrie Fisher watching her mother Debbie Reynolds perform onstage.""",0.9119968317648984,,,A photograph,"(3, 15)",shows,"(16, 21)",a young Carrie Fisher watching her mother Debbie Reynolds perform onstage,"(22, 95)",,,,,,,,,,,,,,,,,4633
10309,"""The federal government passed a law permitting police officers to shoot dogs if they bark or move.""",0.9030401971054748,,,police officers,"(53, 68)",to shoot,"(69, 77)",dogs move,"(78, 87)",,,,,,,,,,,,,,,,,4639
10310,"""The federal government passed a law permitting police officers to shoot dogs if they bark or move.""",0.9030401971054748,,,a law,"(36, 41)",permitting,"(42, 52)",police officers,"(53, 68)",to shoot dogs move,"(69, 87)",,,,,,,,,,,,,,,4639
10311,"""The federal government passed a law permitting police officers to shoot dogs if they bark or move.""",0.9111779447320654,,,The federal government,"(6, 28)",passed,"(29, 35)",a law permitting police officers to shoot dogs move,"(36, 87)",,,,,,,,,,,,,,,,,4639
10312,"""The federal government passed a law permitting police officers to shoot dogs if they bark or move.""",0.3842405206583326,,,they,"(86, 90)",bark,"(91, 95)",,,,,,,,,,,,,,,,,,,4639
10313,"""The federal government passed a law permitting police officers to shoot dogs if they bark or move.""",0.9030401971054748,,,police officers,"(53, 68)",to shoot,"(69, 77)",dogs,"(78, 82)",,,,,,,,,,,,,,,,,4639
10314,"""The federal government passed a law permitting police officers to shoot dogs if they bark or move.""",0.8348583869532935,,,a law,"(36, 41)",permitting,"(42, 52)",police officers,"(53, 68)",to shoot dogs if they bark,"(69, 95)",,,,,,,,,,,,,,,4639
10315,"""The federal government passed a law permitting police officers to shoot dogs if they bark or move.""",0.9111779447320654,,,The federal government,"(6, 28)",passed,"(29, 35)",a law permitting police officers to shoot dogs,"(36, 82)",,,,,,,,,,,,,,,,,4639
10323,"""The Wisconsin Department of Natural Resources’ webpage regarding climate change’s potential effects on the Great Lakes was scrubbed of references to the word ‘climate’.""",0.8996192114105772,,,The Wisconsin Department of Natural Resources' webpage regarding climate change's potential effects on the Great Lakes,"(3, 121)",was scrubbed,"(122, 134)",,,,,,,,,,,,,,,,,,,4642
10374,"""A man was found decapitated and castrated behind a Walmart store.""",0.9045207649554154,,,A man,"(6, 11)",castrated,"(22, 31)",,,,,,,,,,,,,,,behind a Walmart store,"(32, 54)",,,4668
10375,"""A man was found decapitated and castrated behind a Walmart store.""",0.9180804252893388,,,A man,"(6, 11)",was found,"(12, 21)",castrated behind a Walmart store,"(22, 54)",,,,,,,,,,,,,,,,,4668
10376,"""A man was found decapitated and castrated behind a Walmart store.""",0.6981802672629641,,,A man,"(6, 11)",decapitated,"(22, 33)",,,,,,,,,,,,,,,,,,,4668
10377,"""A man was found decapitated and castrated behind a Walmart store.""",0.7665350501724939,,,A man,"(6, 11)",was found,"(12, 21)",decapitated,"(22, 33)",,,,,,,,,,,,,,,,,4668
10439,"""Donald Trump said on <em>Meet the Press</em> that he would drop out of the presidential race if polls showed him losing to Hillary Clinton.""",0.15707896631366275,Donald Trump said > Meet,"(3, 32)",he,"(53, 55)",would drop,"(56, 66)",,,,,,,,,,,,,,,,,,,4699
10440,"""Donald Trump said on <em>Meet the Press</em> that he would drop out of the presidential race if polls showed him losing to Hillary Clinton.""",0.15336362443708124,Donald Trump said,"(3, 20)",>,27,Meet,"(28, 32)",the Press,"(33, 42)",that he would drop out of the presidential race if polls showed him losing to Hillary Clinton,"(48, 141)",,,,,,,,,,,,,,,4699
10441,"""Donald Trump said on <em>Meet the Press</em> that he would drop out of the presidential race if polls showed him losing to Hillary Clinton.""",0.7881256328756877,,,Donald Trump,"(3, 15)",said,"(16, 20)",>Meet the Press</em> that he would drop out of the presidential race,"(27, 95)",,,,,,,,,,,,,on <em,"(21, 27)",,,4699
10442,"""Donald Trump said on <em>Meet the Press</em> that he would drop out of the presidential race if polls showed him losing to Hillary Clinton.""",0.4425102217565157,polls showed,"(99, 111)",him,"(112, 115)",losing,"(116, 122)",to Hillary Clinton,"(123, 141)",,,,,,,,,,,,,,,,,4699
10443,"""Donald Trump said on <em>Meet the Press</em> that he would drop out of the presidential race if polls showed him losing to Hillary Clinton.""",0.6947340712459708,,,polls,"(99, 104)",showed,"(105, 111)",him losing to Hillary Clinton,"(112, 141)",,,,,,,,,,,,,,,,,4699
10465,"""The state of Florida is ""moving"" to undertake a ""full recount"" of all 2016 general election votes after ""massive voter fraud"" was uncovered.""",0.8960000276565552,,,a full recount,"(0, 0)",has (number of] all general election votes,"(0, 0)",2016,,,,,,,,,,,,,,,,,,4713
10466,"""The state of Florida is ""moving"" to undertake a ""full recount"" of all 2016 general election votes after ""massive voter fraud"" was uncovered.""",0.9277687840816751,The state of Florida is moving,"(3, 35)",The state of Florida,"(3, 23)",is moving to undertake,"((24, 26), (29, 35), (38, 50))",a full recount of all 2016 general election votes,"(51, 104)",,,,,,,,,,,,,,,,,4713
10467,"""The state of Florida is ""moving"" to undertake a ""full recount"" of all 2016 general election votes after ""massive voter fraud"" was uncovered.""",0.9145710675602852,,,The state of Florida,"(3, 23)",is moving,"((24, 26), (29, 35))",to undertake a full recount of all 2016 general election votes after massive voter fraud was uncovered,"(38, 148)",,,,,,,,,,,,,,,,,4713
10468,"""The state of Florida is ""moving"" to undertake a ""full recount"" of all 2016 general election votes after ""massive voter fraud"" was uncovered.""",0.7181452631261411,,,massive voter fraud,"(113, 132)",was uncovered,"(135, 148)",,,,,,,,,,,,,,,,,,,4713
10510,"""The house-flipping couple from the HGTV show ""Flip or Flop"" are divorcing.""",0.8605115185939296,,,The house - flipping couple from the HGTV show,"(6, 52)",are divorcing,"(66, 79)",,,,,,,,,,,,,,,,,,,4737
10511,"""A landline disengaged from its cradle will eventually self-dial 911.""",0.7323734373534755,,,A landline,"(3, 13)",disengaged,"(14, 24)",,,,,,,,,,,,,,,,,,,4738
10533,"""George Soros-controlled Smartmatic manufactures the voting machines used in 16 crucial states, and those states will be rigged in favor of Hillary Clinton.""",0.7323734373534755,,,those states,"(0, 12)",will be rigged,"(13, 27)",,,,,,,,,,,,,,,,,,,4749
10534,"""George Soros-controlled Smartmatic manufactures the voting machines used in 16 crucial states, and those states will be rigged in favor of Hillary Clinton.""",0.9111779447320654,,,the voting machines,"(56, 75)",used,"(76, 80)",,,,,,,,,,,,,,,in 16 crucial states,"(81, 101)",,,4749
10535,"""George Soros-controlled Smartmatic manufactures the voting machines used in 16 crucial states, and those states will be rigged in favor of Hillary Clinton.""",0.9440561738862281,,,George Soros - controlled Smartmatic,"(6, 42)",manufactures,"(43, 55)",the voting machines used in 16 crucial states,"(56, 101)",,,,,,,,,,,,,,,,,4749
10545,"""Target.com or Target blocked Israel from accessing and shopping their web site.""",0.8821938819052391,,,Target,"(6, 12)",blocked,"(13, 20)",Israel,"(21, 27)",from shopping their web site,"(28, 56)",,,,,,,,,,,,,,,4757
10546,"""Target.com or Target blocked Israel from accessing and shopping their web site.""",0.9324144673478684,,,Target,"(6, 12)",blocked,"(13, 20)",Israel,"(21, 27)",from accessing,"(28, 42)",,,,,,,,,,,,,,,4757
10547,"""Target.com or Target blocked Israel from accessing and shopping their web site.""",0.8615585111461579,,,Israel,"(25, 31)",from shopping,"(32, 45)",their web site,"(46, 60)",,,,,,,,,,,,,,,,,4757
10548,"""Target.com or Target blocked Israel from accessing and shopping their web site.""",0.4383574992404259,,,Target.com,"(6, 16)",blocked,"(17, 24)",Israel,"(25, 31)",from shopping their web site,"(32, 60)",,,,,,,,,,,,,,,4757
10549,"""Target.com or Target blocked Israel from accessing and shopping their web site.""",0.7711002770011991,,,Israel,"(25, 31)",from accessing,"(32, 46)",,,,,,,,,,,,,,,,,,,4757
10550,"""Target.com or Target blocked Israel from accessing and shopping their web site.""",0.5898102672166055,,,Target.com,"(6, 16)",blocked,"(17, 24)",Israel,"(25, 31)",from accessing,"(32, 46)",,,,,,,,,,,,,,,4757
10569,"""The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock.""",0.3808945036672451,,,David Brock,"(153, 164)",(is] associate (of],"(143, 152)",Clinton,"(135, 142)",,,,,,,,,,,,,,,,,4761
10570,"""The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock.""",0.7508836390842847,,,a pizza place,"(100, 113)",loosely connected,"(114, 131)",,,,,,,,,,,,,,,,,,,4761
10571,"""The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock.""",0.7130135287477929,,,pedophiles,"(71, 81)",operating,"(82, 91)",,,,,,,,,,,,,,,,,,,4761
10572,"""The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock.""",0.9283193121003829,,,The 'Podesta e-mails,"(3, 23)",revealed,"(25, 33)",the existence of a secret society of pedophiles,"(34, 81)",,,,,,,,,,,,,,,,,4761
10607,"""Kid Rock was photographed wearing a t-shirt featuring an electoral map in which blue states are labeled ""Dumbfuckistan.""""",0.9434557697760652,,,blue states,"(83, 94)",are labeled,"(95, 106)",Dumbfuckistan,"(109, 122)",,,,,,,,,,,,,an electoral map,"(57, 73)",,,4777
10608,"""Kid Rock was photographed wearing a t-shirt featuring an electoral map in which blue states are labeled ""Dumbfuckistan.""""",0.9561493139640403,,,a t-shirt,"(37, 46)",featuring,"(47, 56)",an electoral map in which blue states are labeled Dumbfuckistan,"(57, 122)",,,,,,,,,,,,,,,,,4777
10609,"""Kid Rock was photographed wearing a t-shirt featuring an electoral map in which blue states are labeled ""Dumbfuckistan.""""",0.9143456855143792,,,Kid Rock,"(3, 11)",wearing,"(29, 36)",a t-shirt featuring an electoral map,"(37, 73)",,,,,,,,,,,,,,,,,4777
10610,"""Kid Rock was photographed wearing a t-shirt featuring an electoral map in which blue states are labeled ""Dumbfuckistan.""""",0.7877083798986204,,,Kid Rock,"(3, 11)",was photographed,"(12, 28)",,,,,,,,,,,,,,,,,,,4777
10653,"""A photograph shows a young blue-eyed boy who was beaten up by a Muslim because of his eye color.""",0.8832955516197969,,,a young blue-eyed boy,"(22, 43)",was beaten up,"(48, 61)",by a Muslim,"(62, 73)",because of his eye color,"(74, 98)",,,,,,,,,,,,,,,4794
10654,"""A photograph shows a young blue-eyed boy who was beaten up by a Muslim because of his eye color.""",0.7840427714294232,,,A photograph,"(3, 15)",shows,"(16, 21)",,,,,,,,,,,,,,,,,,,4794
10662,"""An Ohio State University employee took to Facebook to urge compassion for a student believed to have rammed and stabbed multiple people on campus.""",0.6981802672629641,,,a student,"(80, 89)",to have rammed,"(99, 113)",,,,,,,,,,,,,,,,,,,4798
10663,"""An Ohio State University employee took to Facebook to urge compassion for a student believed to have rammed and stabbed multiple people on campus.""",0.9344893211562376,,,An Ohio State University employee,"(6, 39)",to urge,"(57, 64)",compassion for a student,"(65, 89)",,,,,,,,,,,,,,,,,4798
10664,"""An Ohio State University employee took to Facebook to urge compassion for a student believed to have rammed and stabbed multiple people on campus.""",0.9440561738862281,,,An Ohio State University employee,"(6, 39)",took,"(40, 44)",to Facebook to urge compassion for a student,"(45, 89)",,,,,,,,,,,,,,,,,4798
10693,"""Congress could declare Donald Trump unfit to govern, thereby preventing him from becoming president.""",0.7577519913650632,Congress could declare,"(3, 25)",Congress,"(3, 11)",could declare Donald Trump unfit to govern thereby preventing,"((12, 25), (26, 38))",him,"(75, 78)",from becoming president,"(79, 102)",,,,,,,,,,,,,,,4809
10694,"""Congress could declare Donald Trump unfit to govern, thereby preventing him from becoming president.""",0.9139478779591064,,,Congress,"(3, 11)",could declare,"(12, 25)",Donald Trump unfit to govern,"(26, 54)",,,,,,,,,,,,,,,,,4809
10695,"""Congress could declare Donald Trump unfit to govern, thereby preventing him from becoming president.""",0.4517038250665665,,,him,"(75, 78)",from becoming,"(79, 92)",president,"(93, 102)",,,,,,,,,,,,,,,,,4809
10696,"""Congress could declare Donald Trump unfit to govern, thereby preventing him from becoming president.""",0.7582513716504754,,,Donald Trump,"(26, 38)",to govern,"(45, 54)",,,,,,,,,,,,,,,,,,,4809
10711,"""Protests could permanently halt the Dakota Access Pipeline by blocking construction until 1 January 2017, when the project's contracts expire.""",0.7685182436997187,,,the project's contracts,"(114, 137)",expire,"(138, 144)",,,,,,,,,,,,,,,,,,,4817
10712,"""Protests could permanently halt the Dakota Access Pipeline by blocking construction until 1 January 2017, when the project's contracts expire.""",0.9105129651916236,,,Protests,"(3, 11)",could permanently halt,"(12, 34)",the Dakota Access Pipeline,"(35, 61)",,,,,,,,,,,,,,,,,4817
10716,"""The Department of Justice (DOJ)'s switchboard is tallying ""Audit the Vote"" calls and if enough people call, 2016 election results can be overturned.""",0.7840427714294232,,,enough people,"(70, 83)",call,"(84, 88)",,,,,,,,,,,,,,,,,,,4819
10717,"""The Department of Justice (DOJ)'s switchboard is tallying ""Audit the Vote"" calls and if enough people call, 2016 election results can be overturned.""",0.7897313750285349,,,The Department of Justice ( DOJ ) 's switchboard,"(6, 54)",is tallying,"(55, 66)",,,,,,,,,,,,,,,,,,,4819
10718,"""The Department of Justice (DOJ)'s switchboard is tallying ""Audit the Vote"" calls and if enough people call, 2016 election results can be overturned.""",0.9112301142460124,2016 election results can be overturned,"(98, 137)",The Department of Justice ( DOJ ) 's switchboard,"(6, 54)",is tallying,"(55, 66)",Audit the Vote   calls,"(71, 95)",,,,,,,,,,,,,,,,,4819
10719,"""The Department of Justice (DOJ)'s switchboard is tallying ""Audit the Vote"" calls and if enough people call, 2016 election results can be overturned.""",0.7070423366635397,,,2016 election results,"(98, 119)",can be overturned,"(120, 137)",,,,,,,,,,,,,,,,,,,4819
10736,"""Jill Stein was arrested and charged with embezzling money raised for 2016 recount efforts in order to throw a ""marijuana dinner party.""""",0.8942434158739456,,,money,"(24, 29)",raised,"(30, 36)",for 2016 recount efforts in order,"(37, 70)",,,,,,,,,,,,,,,,,4827
10737,"""Jill Stein was arrested and charged with embezzling money raised for 2016 recount efforts in order to throw a ""marijuana dinner party.""""",0.7877083798986204,,,Jill Stein,"(6, 16)",was arrested,"(17, 29)",,,,,,,,,,,,,,,,,,,4827
10754,"""Ivanka Trump said that she would ""mace"" her ""father"" during an appearance on a talk show.""",0.7877083798986204,,,Ivanka Trump,"(3, 15)",said,"(16, 20)",,,,,,,,,,,,,,,,,,,4837
10755,"""Cuban leader Fidel Castro once said he wouldn't die until the United States was destroyed.""",0.3853208301752743,,,Fidel Castro,"(16, 28)",(is] leader (from],"(9, 15)",Cuba,"(3, 8)",,,,,,,,,,,,,,,,,4838
10756,"""Cuban leader Fidel Castro once said he wouldn't die until the United States was destroyed.""",0.4328394458044063,Cuban leader Fidel Castro said,"(3, 38)",he,"(39, 41)",would n't die,"(42, 54)",,,,,,,,,until the United States was destroyed,"(55, 92)",,,,,,,,,4838
10757,"""Cuban leader Fidel Castro once said he wouldn't die until the United States was destroyed.""",0.9491210226935696,,,Cuban leader Fidel Castro,"(3, 28)",said,"(34, 38)",he wouldn't die until the United States was destroyed,"(39, 92)",,,,,,,once,"(29, 33)",,,,,,,,,4838
10758,"""Cuban leader Fidel Castro once said he wouldn't die until the United States was destroyed.""",0.8034186648553394,,,the United States,"(61, 78)",was destroyed,"(79, 92)",,,,,,,,,,,,,,,,,,,4838
10797,"""Jellyfish and lobsters are considered biologically immortal, meaning they don’t age and will never die unless they are killed.""",0.3198909572915085,,,they,"(22, 26)",are killed,"(27, 37)",,,,,,,,,,,,,,,,,,,4860
10811,"""A photograph shows a threatening letter from a ""neighborhood town watch"" that was widely circulated to Muslims in the United States.""",0.7729734909757796,,,a neighborhood town watch,"(48, 75)",was widely circulated,"(83, 104)",,,,,,,,,,,,,,,,,,,4866
10812,"""A photograph shows a threatening letter from a ""neighborhood town watch"" that was widely circulated to Muslims in the United States.""",0.9519590039007286,,,A photograph,"(3, 15)",shows,"(16, 21)",a threatening letter from a neighborhood town watch,"(22, 75)",,,,,,,,,,,,,,,,,4866
10832,"""A Republican Senate candidate called on Melania Trump to ""sterilize"" the White House after the ""animals"" leave.""",0.8182346120370801,,,A Republican Senate candidate,"(3, 32)",called,"(33, 39)",,,,,,,,,,,,,,,,,,,4871
10837,"""Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.""",0.9990000128746032,,,we,"(0, 0)",perceive,"(0, 0)",24 - hour day,,,,,,,,,,,,,,,,,,4874
10838,"""Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.""",0.4517038250665665,,,we,"(0, 2)",actually perceive,"(3, 20)",a 24 - hour day,"(21, 36)",,,,,,,as a 16 - hour day,"(37, 55)",,,,,,,,,4874
10839,"""Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.""",0.7400991314571976,,,Time,"(6, 10)",is speeding up,"(18, 32)",,,,,,,,,,,,,,,,,,,4874
10886,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.7809223350826754,New York Times columnist David Brooks said Donald Trump needed,"(6, 73)",Donald Trump,"(54, 66)",needed to decide,"((67, 73), (74, 83))",get assassinated,"(84, 100)",,,,,,,,,,,,,,,,,4895
10887,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.7809223350826754,New York Times columnist David Brooks said,"(6, 48)",Donald Trump,"(54, 66)",needed,"(67, 73)",to decide get assassinated,"(74, 100)",,,,,,,,,,,,,,,,,4895
10888,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.867403082165298,,,New York Times columnist David Brooks,"(6, 43)",said,"(44, 48)",that Donald Trump needed,"(49, 73)",,,,,,,,,,,,,,,,,4895
10889,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.8331268887394792,,,Donald Trump,"(54, 66)",get,"(84, 87)",assassinated,"(88, 100)",,,,,,,,,,,,,,,,,4895
10890,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.7809223350826754,New York Times columnist David Brooks said Donald Trump needed,"(6, 73)",Donald Trump,"(54, 66)",needed to decide,"((67, 73), (74, 83))",be impeached,"(84, 96)",,,,,,,,,,,,,,,,,4895
10891,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.7809223350826754,New York Times columnist David Brooks said,"(6, 48)",Donald Trump,"(54, 66)",needed,"(67, 73)",to decide be impeached,"(74, 96)",,,,,,,,,,,,,,,,,4895
10892,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.867403082165298,,,New York Times columnist David Brooks,"(6, 43)",said,"(44, 48)",that Donald Trump needed to decide be impeached,"(49, 96)",,,,,,,,,,,,,,,,,4895
10893,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.7582513716504754,,,Donald Trump,"(54, 66)",be impeached,"(84, 96)",,,,,,,,,,,,,,,,,,,4895
10894,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.3808945036672451,,,David Brooks,"(31, 43)",(is] Times columnist (from],"(15, 30)",New York City,"(6, 14)",,,,,,,,,,,,,,,,,4895
10895,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.11232914692559094,New York Times columnist David Brooks said Donald Trump needed to decide,"(6, 83)",he,"(87, 89)",'d rather resign,"((90, 99), (102, 108))",,,,,,,,,,,,,,,,,,,4895
10896,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.8458817854216879,New York Times columnist David Brooks said Donald Trump needed,"(6, 73)",Donald Trump,"(54, 66)",needed to decide,"((67, 73), (74, 83))",if he 'd rather ' resign,"(84, 108)",,,,,,,,,,,,,,,,,4895
10897,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.8458817854216879,New York Times columnist David Brooks said,"(6, 48)",Donald Trump,"(54, 66)",needed,"(67, 73)",to decide if he 'd rather ' resign,"(74, 108)",,,,,,,,,,,,,,,,,4895
10898,"""New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'""",0.8506222156816582,,,New York Times columnist David Brooks,"(6, 43)",said,"(44, 48)",that Donald Trump needed to decide if he 'd rather ' resign,"(49, 108)",,,,,,,,,,,,,,,,,4895
10924,"""A teacher's ad hoc class assignment is kept and treasured by her students. """,0.8160574322045946,,,A teacher 's ad hoc class assignment,"(6, 42)",is kept,"(43, 50)",,,,,,,,,,,,,,,,,,,4908
10957,"""Gay Canadian filmmaker Chris Ball was severely beaten and bloodied by emboldened Donald Trump supporters shortly after the 2016 election.""",0.3853208301752743,,,Chris Ball,"(29, 39)",(is] filmmaker (from],"(19, 28)",Canada,"(10, 18)",,,,,,,,,,,,,,,,,4925
10958,"""Gay Canadian filmmaker Chris Ball was severely beaten and bloodied by emboldened Donald Trump supporters shortly after the 2016 election.""",0.8321671765816417,,,Gay Canadian filmmaker Chris Ball,"(6, 39)",was severely beaten,"(40, 59)",,,,,,,,,,,,,,,,,,,4925
10960,"""Americans crashed Canada's immigration web site immediately after Donald Trump was elected.""",0.7877083798986204,,,Donald Trump,"(69, 81)",was elected,"(82, 93)",,,,,,,,,,,,,,,,,,,4927
10961,"""Americans crashed Canada's immigration web site immediately after Donald Trump was elected.""",0.9324144673478684,,,Americans,"(3, 12)",crashed,"(13, 20)",Canada's immigration web site,"(21, 50)",,,,,,,immediately,"(51, 62)",after Donald Trump was elected,"(63, 93)",,,,,,,4927
10991,"""As many as nine transgender children (some adult children) committed or attempted suicide the night Donald Trump was elected President.""",0.9572029669433456,,,attempted suicide the night Donald Trump,"(0, 40)",was elected,"(41, 52)",President,"(53, 62)",,,,,,,,,,,,,,,,,4940
10992,"""As many as nine transgender children (some adult children) committed or attempted suicide the night Donald Trump was elected President.""",0.7729734909757796,,,As many as nine transgender children,"(6, 42)",committed,"(67, 76)",,,,,,,,,,,,,,,,,,,4940
10998,"""Donald Trump supporters chanted ""we hate muslims, we hate blacks, we want our great country back"" during a rally on election night.""",0.3965378992146905,Donald Trump supporters chanted we hate we want back,"(3, 100)",we,"(37, 39)",hate,"(40, 44)",muslims,"(45, 52)",,,,,,,,,,,,,,,,,4943
10999,"""Donald Trump supporters chanted ""we hate muslims, we hate blacks, we want our great country back"" during a rally on election night.""",0.3965378992146905,Donald Trump supporters chanted we want back,"(3, 100)",we,"(54, 56)",hate,"(57, 61)",blacks,"(62, 68)",,,,,,,,,,,,,,,,,4943
11000,"""Donald Trump supporters chanted ""we hate muslims, we hate blacks, we want our great country back"" during a rally on election night.""",0.2574466651212401,Donald Trump supporters chanted,"(3, 34)",we,"(70, 72)",want back,"((73, 77), (96, 100))",our great country,"(78, 95)",,,,,,,,,,,,,,,,,4943
