category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
type(Argument 2),,,,,,,,,SimpleArgument #1,SimpleArgument #1,SimpleArgument #2,SimpleArgument #2,SimpleArgument #3,SimpleArgument #3,SimpleArgument #4,SimpleArgument #4,TemporalArgument #1,TemporalArgument #1,TemporalArgument #2,TemporalArgument #2,TemporalArgument #3,TemporalArgument #3,SpatialArgument #1,SpatialArgument #1,SpatialArgument #2,SpatialArgument #2,
datatype,,,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,string,index,
11001,"""Donald Trump supporters chanted ""we hate muslims, we hate blacks, we want our great country back"" during a rally on election night.""",0.765249192688895,,,Donald Trump supporters,"(3, 26)",chanted,"(27, 34)",,,,,,,,,,,,,,,,,,,4943
11012,"""Marilyn Mosby posted (and then deleted) a picture showing her daughter in the ballot booth""",0.8348583869532935,,,a picture,"(15, 24)",showing,"(25, 32)",her daughter,"(33, 45)",,,,,,,,,,,,,in the ballot booth,"(46, 65)",,,4947
11013,"""Marilyn Mosby posted (and then deleted) a picture showing her daughter in the ballot booth""",0.7877083798986204,,,Marilyn Mosby,"(6, 19)",posted,"(20, 26)",,,,,,,,,,,,,,,,,,,4947
11025,"""Donald Trump's son, Eric, posted -- and then deleted -- a possibly illegal photograph of his ballot on Twitter.""",0.4953178616921359,,,Eric,"(28, 32)",(is] son (of],"(22, 25)",Donald Trump,"(6, 18)",,,,,,,,,,,,,,,,,4955
11026,"""Donald Trump's son, Eric, posted -- and then deleted -- a possibly illegal photograph of his ballot on Twitter.""",0.7918942959137041,,,Donald Trump 's son,"(6, 25)",posted,"(35, 41)",,,,,,,,,,,,,,,,,,,4955
11041,"""A video shows Bill Clinton saying that his wife Hillary Clinton ""communed"" with the spirit of Eleanor Roosevelt.""",0.3853208301752743,,,Hillary Clinton,"(51, 66)",(is] wife (of],"(46, 50)",him,"(42, 45)",,,,,,,,,,,,,,,,,4963
11042,"""A video shows Bill Clinton saying that his wife Hillary Clinton ""communed"" with the spirit of Eleanor Roosevelt.""",0.3658122869112775,A video shows Bill Clinton saying,"(3, 36)",his wife Hillary Clinton,"(42, 66)",communed,"(69, 77)",,,,,,,,,,,,,,,,,,,4963
11043,"""A video shows Bill Clinton saying that his wife Hillary Clinton ""communed"" with the spirit of Eleanor Roosevelt.""",0.7946129639315811,A video shows,"(3, 16)",Bill Clinton,"(17, 29)",saying,"(30, 36)",that his wife Hillary Clinton communed with the spirit of Eleanor Roosevelt,"(37, 116)",,,,,,,,,,,,,,,,,4963
11044,"""A video shows Bill Clinton saying that his wife Hillary Clinton ""communed"" with the spirit of Eleanor Roosevelt.""",0.7910349488405203,,,A video,"(3, 10)",shows,"(11, 16)",Bill Clinton saying that his wife Hillary Clinton communed with the spirit of Eleanor Roosevelt,"(17, 116)",,,,,,,,,,,,,,,,,4963
11045,"""An e-mail written by Hillary Clinton aide Huma Abedin to her brother reveals that she is a radical Muslim plant waiting to take over the country after Clinton is elected.""",0.3808945036672451,,,Huma Abedin,"(45, 56)",(is] aide (of],"(40, 44)",Hillary Clinton,"(24, 39)",,,,,,,,,,,,,,,,,4964
11046,"""An e-mail written by Hillary Clinton aide Huma Abedin to her brother reveals that she is a radical Muslim plant waiting to take over the country after Clinton is elected.""",0.9314904193639496,,,a radical Muslim plant,"(92, 114)",waiting,"(115, 122)",to take over the country after Clinton is elected,"(123, 172)",,,,,,,,,,,,,,,,,4964
11047,"""An e-mail written by Hillary Clinton aide Huma Abedin to her brother reveals that she is a radical Muslim plant waiting to take over the country after Clinton is elected.""",0.5839329182359145,An e-mail written by Hillary Clinton aide Huma Abedin to her brother reveals,"(3, 79)",she,"(85, 88)",is,"(89, 91)",a radical Muslim plant waiting to take over the country,"(92, 147)",,,,,,,,,,,,,,,,,4964
11048,"""An e-mail written by Hillary Clinton aide Huma Abedin to her brother reveals that she is a radical Muslim plant waiting to take over the country after Clinton is elected.""",0.4993898078481643,,,An e-mail written by Hillary Clinton aide Huma Abedin to her brother,"(3, 71)",reveals,"(72, 79)",that she is a radical Muslim plant,"(80, 114)",,,,,,,,,,,,,,,,,4964
11049,"""An e-mail written by Hillary Clinton aide Huma Abedin to her brother reveals that she is a radical Muslim plant waiting to take over the country after Clinton is elected.""",0.7711002770011991,,,Clinton,"(154, 161)",is elected,"(162, 172)",,,,,,,,,,,,,,,,,,,4964
11050,"""An e-mail written by Hillary Clinton aide Huma Abedin to her brother reveals that she is a radical Muslim plant waiting to take over the country after Clinton is elected.""",0.8588213959830759,,,An e-mail,"(3, 12)",written,"(13, 20)",by Hillary Clinton aide Huma Abedin,"(21, 56)",to her brother,"(57, 71)",,,,,,,,,,,,,,,4964
11051,"""President Obama encouraged ""illegal aliens"" to vote and said there would be no consequences if they do.""",0.3842405206583326,,,they,"(39, 43)",do,"(44, 46)",,,,,,,,,,,,,,,,,,,4965
11052,"""President Obama encouraged ""illegal aliens"" to vote and said there would be no consequences if they do.""",0.6981802672629641,,,illegal aliens,"(37, 51)",to vote,"(56, 63)",,,,,,,,,,,,,,,,,,,4965
11053,"""President Obama encouraged ""illegal aliens"" to vote and said there would be no consequences if they do.""",0.91323578031096,,,President Obama,"(6, 21)",encouraged,"(22, 32)",illegal aliens,"(37, 51)",to vote,"(56, 63)",,,,,,,,,,,,,,,4965
11054,"""Hillary Clinton's first name was spelled ""Hilliary"" on election ballots printed for use in Lonoke County, Arkansas.""",0.9180804252893388,,,election ballots,"(60, 76)",printed,"(77, 84)",for use in Lonoke County,"(85, 109)",,,,,,,,,,,,,,,,,4966
11055,"""Hillary Clinton's first name was spelled ""Hilliary"" on election ballots printed for use in Lonoke County, Arkansas.""",0.8321671765816417,,,Hillary Clinton's first name,"(3, 31)",was spelled,"(32, 43)",,,,,,,,,,,,,,,,,,,4966
11065,"""A court ruling means priests in Louisiana don't have to report sexual abuse.""",0.7062432902497944,,,A court ruling,"(3, 17)",means,"(18, 23)",,,,,,,,,,,,,,,,,,,4972
11066,"""A court ruling means priests in Louisiana don't have to report sexual abuse.""",0.9216169339561846,,,priests in Louisiana,"(24, 44)",to report,"(56, 65)",sexual abuse,"(66, 78)",,,,,,,,,,,,,,,,,4972
11092,"""Hillary Clinton refused to exit her vehicle at an event in Florida after the crowd started chanting ""lock her up.""""",0.9137295535819396,Hillary Clinton refused,"(3, 26)",Hillary Clinton,"(3, 18)",refused to exit,"((19, 26), (27, 34))",her vehicle,"(35, 46)",,,,,,,after the crowd started chanting lock her up,"(70, 116)",,,,,at an event in Florida,"(47, 69)",,,4983
11093,"""Hillary Clinton refused to exit her vehicle at an event in Florida after the crowd started chanting ""lock her up.""""",0.8684971899396677,,,Hillary Clinton,"(3, 18)",refused,"(19, 26)",to exit her vehicle at an event in Florida,"(27, 69)",,,,,,,,,,,,,,,,,4983
11094,"""Hillary Clinton refused to exit her vehicle at an event in Florida after the crowd started chanting ""lock her up.""""",0.7807886727235421,,,the crowd,"(76, 85)",chanting,"(94, 102)",lock her up,"(105, 116)",,,,,,,,,,,,,,,,,4983
11095,"""Hillary Clinton refused to exit her vehicle at an event in Florida after the crowd started chanting ""lock her up.""""",0.7323734373534755,,,the crowd,"(76, 85)",started,"(86, 93)",,,,,,,,,,,,,,,,,,,4983
11098,"""The NYPD is investigating and building a case against Bill Clinton pertaining to an underage sex ring.""",0.9266232318014764,,,Bill Clinton,"(24, 36)",pertaining,"(37, 47)",to an underage sex ring,"(48, 71)",,,,,,,,,,,,,,,,,4985
11099,"""The NYPD is investigating and building a case against Bill Clinton pertaining to an underage sex ring.""",0.7877083798986204,,,The NYPD,"(6, 14)",is investigating,"(15, 31)",,,,,,,,,,,,,,,,,,,4985
11106,"""Tequila fights viruses, aids weight loss, and is beneficial for people afflicted with gastrointestinal illness.""",0.7130135287477929,,,people,"(18, 24)",afflicted,"(25, 34)",,,,,,,,,,,,,,,,,,,4987
11107,"""Tequila fights viruses, aids weight loss, and is beneficial for people afflicted with gastrointestinal illness.""",0.9383119524695256,,,Tequila,"(6, 13)",fights,"(14, 20)",viruses,"(21, 28)",,,,,,,,,,,,,,,,,4987
11142,"""An 11-year-old girl was shot and killed by a police sniper at the Standing Rock pipeline protest site but the media covered up news of it.""",0.8348583869532935,,,the media,"(0, 9)",covered up,"(10, 20)",news of it,"(21, 31)",,,,,,,,,,,,,,,,,5002
11143,"""An 11-year-old girl was shot and killed by a police sniper at the Standing Rock pipeline protest site but the media covered up news of it.""",0.8160574322045946,,,An 11 - year - old girl,"(6, 29)",was shot,"(30, 38)",,,,,,,,,,,,,,,,,,,5002
11156,"""The Clinton Foundation has purchased over $137 million of illegal arms and ammunition""",0.9329286852051248,,,The Clinton Foundation,"(6, 28)",has purchased,"(29, 42)",over $ 137 million of ammunition,"(43, 75)",,,,,,,,,,,,,,,,,5007
11157,"""The Clinton Foundation has purchased over $137 million of illegal arms and ammunition""",0.8034186648553394,,,The Clinton Foundation,"(6, 28)",has purchased,"(29, 42)",,,,,,,,,,,,,,,,,,,5007
11185,"""Hillary Clinton tweeted that we should #DraftOurDaughters, encouraging women to go to war.""",0.2920301316376038,Hillary Clinton tweeted we should #,"(3, 43)",we,"(32, 34)",should # DraftOurDaughters encouraging,"((35, 43), (43, 60))",women,"(74, 79)",to go to war,"(80, 92)",,,,,,,,,,,,,,,5020
11186,"""Hillary Clinton tweeted that we should #DraftOurDaughters, encouraging women to go to war.""",0.4318934364493361,Hillary Clinton tweeted,"(3, 26)",we,"(32, 34)",should #,"(35, 43)",DraftOurDaughters,"(43, 60)",,,,,,,,,,,,,,,,,5020
11187,"""Hillary Clinton tweeted that we should #DraftOurDaughters, encouraging women to go to war.""",0.7399578258170395,,,Hillary Clinton,"(3, 18)",tweeted,"(19, 26)",,,,,,,,,,,,,,,,,,,5020
11217,"""An e-mail proves that a Wisconsin city clerk was trying to prevent students from voting because they are Democrats.""",0.8890428564512746,An e-mail proves a Wisconsin city clerk was trying,"(3, 58)",a Wisconsin city clerk,"(25, 47)",was trying to prevent,"((48, 58), (59, 69))",students,"(70, 78)",from voting,"(79, 90)",because they are Democrats,"(91, 117)",,,,,,,,,,,,,5035
11218,"""An e-mail proves that a Wisconsin city clerk was trying to prevent students from voting because they are Democrats.""",0.8890428564512746,An e-mail proves,"(3, 19)",a Wisconsin city clerk,"(25, 47)",was trying,"(48, 58)",to prevent students from voting because they are Democrats,"(59, 117)",,,,,,,,,,,,,,,,,5035
11219,"""An e-mail proves that a Wisconsin city clerk was trying to prevent students from voting because they are Democrats.""",0.8401711033228405,,,An e-mail,"(3, 12)",proves,"(13, 19)",that a Wisconsin city clerk was trying to prevent students from voting,"(20, 90)",,,,,,,,,,,,,,,,,5035
11220,"""An e-mail proves that a Wisconsin city clerk was trying to prevent students from voting because they are Democrats.""",0.6582659227599074,,,they,"(99, 103)",are,"(104, 107)",Democrats,"(108, 117)",,,,,,,,,,,,,,,,,5035
11221,"""An e-mail proves that a Wisconsin city clerk was trying to prevent students from voting because they are Democrats.""",0.7130135287477929,,,students,"(70, 78)",from voting,"(79, 90)",,,,,,,,,,,,,,,,,,,5035
11230,"""A 12-year-old Afghan foster child in the U.K. turned out to be a 21-year-old trained ""jihadi.""""",0.9782579865065436,,,A 12-year-old Afghan foster child in the U.K.,"(3, 48)",to be,"(60, 65)",a 21-year-old trained jihadi,"(66, 96)",,,,,,,,,,,,,,,,,5039
11231,"""A 12-year-old Afghan foster child in the U.K. turned out to be a 21-year-old trained ""jihadi.""""",0.9069958237781942,,,A 12-year-old Afghan foster child in the U.K.,"(3, 48)",turned out,"(49, 59)",,,,,,,,,,,,,,,,,,,5039
11252,"""6,000 Muslim migrants with forged papers were captured trying to cross the U.S.-Mexico border.""",0.9177950715384146,"6,000 Muslim migrants with forged papers trying","(3, 64)","6,000 Muslim migrants with forged papers","(3, 43)",trying to cross,"((58, 64), (65, 73))",the U.S,"(74, 81)",,,,,,,,,,,,,,,,,5048
11253,"""6,000 Muslim migrants with forged papers were captured trying to cross the U.S.-Mexico border.""",0.9177950715384146,,,"6,000 Muslim migrants with forged papers","(3, 43)",trying,"(58, 64)",to cross the U.S,"(65, 81)",,,,,,,,,,,,,,,,,5048
11254,"""6,000 Muslim migrants with forged papers were captured trying to cross the U.S.-Mexico border.""",0.8011071574832577,,,"6,000 Muslim migrants with forged papers","(3, 43)",were captured,"(44, 57)",,,,,,,,,,,,,,,,,,,5048
11270,"""A leaked e-mail revealed Clinton aide Cheryl Mills calling the men who died in Benghazi ""idiot soldiers"" and saying she was glad they were tortured.""",0.3220463072594942,A leaked e-mail revealed saying,"(6, 37)",she,"(38, 41)",was,"(42, 45)",glad they were tortured,"(46, 69)",,,,,,,,,,,,,,,,,5055
11271,"""A leaked e-mail revealed Clinton aide Cheryl Mills calling the men who died in Benghazi ""idiot soldiers"" and saying she was glad they were tortured.""",0.8168011096700715,,,A leaked e-mail,"(6, 21)",revealed saying,"(22, 37)",she was glad they were tortured,"(38, 69)",,,,,,,,,,,,,,,,,5055
11272,"""A leaked e-mail revealed Clinton aide Cheryl Mills calling the men who died in Benghazi ""idiot soldiers"" and saying she was glad they were tortured.""",0.3198909572915085,,,they,"(51, 55)",were tortured,"(56, 69)",,,,,,,,,,,,,,,,,,,5055
11273,"""A leaked e-mail revealed Clinton aide Cheryl Mills calling the men who died in Benghazi ""idiot soldiers"" and saying she was glad they were tortured.""",0.3808945036672451,,,Cheryl Mills,"(44, 56)",(is] revealed aide (of],"(39, 43)",Clinton,"(31, 38)",,,,,,,,,,,,,,,,,5055
11274,"""A leaked e-mail revealed Clinton aide Cheryl Mills calling the men who died in Benghazi ""idiot soldiers"" and saying she was glad they were tortured.""",0.9365537152932236,A leaked e-mail revealed,"(6, 30)",Clinton aide Cheryl Mills,"(31, 56)",calling,"(57, 64)",the men who died in Benghazi,"(65, 93)",idiot soldiers,"(98, 112)",,,,,,,,,,,,,,,5055
11275,"""A leaked e-mail revealed Clinton aide Cheryl Mills calling the men who died in Benghazi ""idiot soldiers"" and saying she was glad they were tortured.""",0.9406558014434188,,,A leaked e-mail,"(6, 21)",revealed,"(22, 30)",Clinton aide Cheryl Mills calling the men who died in Benghazi   idiot soldiers,"(31, 112)",,,,,,,,,,,,,,,,,5055
11276,"""A leaked e-mail revealed Clinton aide Cheryl Mills calling the men who died in Benghazi ""idiot soldiers"" and saying she was glad they were tortured.""",0.9045207649554154,,,the men,"(65, 72)",died,"(77, 81)",,,,,,,,,,,,,,,in Benghazi,"(82, 93)",,,5055
11305,"""Schools in Kent, Washington, have removed pork from school menus because Muslim families were offended.""",0.7323734373534755,,,Muslim families,"(76, 91)",were offended,"(92, 105)",,,,,,,,,,,,,,,,,,,5071
11306,"""Schools in Kent, Washington, have removed pork from school menus because Muslim families were offended.""",0.9344893211562376,,,"Schools in Kent, Washington","(3, 30)",have removed,"(32, 44)",pork,"(45, 49)",from school menus,"(50, 67)",because Muslim families were offended,"(68, 105)",,,,,,,,,,,,,5071
11310,"""A Muslim woman entered a co-ed hair salon and demanded all the men there leave so she could take off her veil to get her hair done.""",0.2851202267586275,she could take off to get,"(36, 70)",her hair,"(71, 79)",done,"(80, 84)",,,,,,,,,,,,,,,,,,,5074
11311,"""A Muslim woman entered a co-ed hair salon and demanded all the men there leave so she could take off her veil to get her hair done.""",0.2560951955542683,she could take off,"(36, 54)",she,"(36, 39)",could take off her veil to get,"((40, 54), (55, 63))",her hair done,"(71, 84)",,,,,,,,,,,,,,,,,5074
11312,"""A Muslim woman entered a co-ed hair salon and demanded all the men there leave so she could take off her veil to get her hair done.""",0.2560951955542683,,,she,"(36, 39)",could take off,"(40, 54)",her veil,"(55, 63)",to get her hair done,"(64, 84)",,,,,,,,,,,,,,,5074
11313,"""A Muslim woman entered a co-ed hair salon and demanded all the men there leave so she could take off her veil to get her hair done.""",0.9111779447320654,,,A Muslim woman,"(6, 20)",entered,"(21, 28)",a co-ed hair salon,"(29, 47)",,,,,,,,,,,,,,,,,5074
11345,"""The discovery of a vaccine for the autoimmune disease diabetes has been announced.""",0.8556671142986131,,,The discovery of a vaccine for the autoimmune disease diabetes,"(3, 65)",has been announced,"(66, 84)",,,,,,,,,,,,,,,,,,,5090
11362,"""The Democratic National Committee is meeting to consider replacing presidential nominee Hillary Clinton.""",0.9363242878878926,The Democratic National Committee is meeting to consider,"(3, 59)",The Democratic National Committee,"(3, 36)",is meeting to consider replacing,"((37, 47), (48, 59), (60, 69))",presidential nominee Hillary Clinton,"(70, 106)",,,,,,,,,,,,,,,,,5100
